day,occupancy,fatigue,staff_level,revpar
140,0.6664760841236517,0.665925184593034,0.5570612997219531,100.18714163157293
141,0.6550887701856019,0.7168404755268171,0.5968184660532861,85.46931750765204
142,0.6673341664370408,0.6686659299227828,0.4668691616816677,85.05828320479363
143,0.6743953197908501,0.8511738650021305,0.43877632654922494,100.97806056432444
144,0.6276797745365195,0.599160597175643,0.3914849473442202,95.02587043626177
145,0.7989863438602083,0.7003112483388769,0.4174589470021045,94.74233935774167
146,0.48990960215234847,0.43624486857910283,0.7949094425308725,97.03901384712789
147,0.5671502975219754,0.5419350446288398,0.6244679580736787,66.96641815189341
148,0.6396745239850953,0.7043306636348666,0.36489256337919784,101.35183019980472
149,0.4856811188845833,0.7273653166114715,0.367754204325643,99.18703191020404
150,0.6324145595567929,0.5559049578503726,0.5481866061718491,74.74975307135254
151,0.8161470165728019,0.5892601122212899,0.5547264797377967,86.33879289488698
152,0.6520886488295962,0.3723189379978786,0.5548883835317364,89.41039068558553
153,0.6730700905718684,0.5464456198790085,0.4745044206446302,87.98254823397401
154,0.523983523482742,0.7335574745279679,0.48745457399971,95.00789949852802
155,0.5883638591960523,0.686280752415985,0.5327879524159358,111.47050172746775
156,0.6124803619676064,0.6750998582071814,0.508589300629333,106.22650091509243
157,0.6182284903243767,0.607466053077144,0.2780699627252465,70.31671209852891
158,0.7781643795003769,0.6010594737942264,0.47702003694248063,99.33104985459073
159,0.7057691060725124,0.500951829078983,0.41485935657396866,109.93399979303115
160,0.5388542043062968,0.7048242630303801,0.5175211418908512,95.80212781033804
161,0.6746504778432005,0.6631459416584085,0.7985259002603411,106.3647063777895
162,0.6998221748496786,0.6738028271989198,0.5367481665474304,120.18405668551148
163,0.7640149038521267,0.5210947735998629,0.4686470313827602,105.35564319160471
164,0.8080540686568374,0.27699856201931333,0.5921801501977252,93.73962893462593
165,0.5484905808172131,0.7645729067630543,0.5482687887209212,105.6763271112713
166,0.5689142488789662,0.5281743815987394,0.5420094490451841,92.17331749645336
167,0.5242422141085383,0.4705836353935319,0.5606850593215671,90.35854564927433
168,0.6265980140893019,0.7040218367870991,0.7056543564829542,84.72878646429402
169,0.6966358374446335,0.5411981040121305,0.3869111564674084,113.45120038248163
170,0.7487334516589103,0.7589904576069932,0.5473632076811454,77.72357001086998
171,0.6424048976357477,0.6925508924365046,0.40736188700184617,112.98551587017174
172,0.6180152476745157,0.7025353984800716,0.5555512646342249,97.49796185610558
173,0.665175799224874,0.39510664331991985,0.4081313488513906,69.01040737797088
174,0.5664857098369978,0.78179159780796,0.45826331863949155,95.51473939487133
175,0.8589538721694774,0.6391875796850783,0.47049100857620935,58.49960238522564
176,0.4892338972881941,0.5446084291130695,0.5975816719344709,99.38262025246553
177,0.6684740578895725,0.6215082701013377,0.5918454443942414,103.27847224483486
178,0.852360621922964,0.333564715065252,0.37542826235536153,81.11466066521919
179,0.6506799844559998,0.6612979217221006,0.5054934110999849,91.85321543933374
